x,y,g
0.8766348285134882,0.8701649180147797,d
0.36736203427426517,0.7339978546369821,e
0.3820838830433786,0.7200904269702733,a
0.5136924234684557,0.35617781383916736,b
0.2756500649265945,0.037130084820091724,c
0.7334423216525465,0.07076991070061922,d
0.683078597066924,0.8558772159740329,e
0.7997885909862816,0.5891498860437423,a
0.9515230585820973,0.9555215905420482,b
0.12904840195551515,0.14318770985119045,c
0.07895128568634391,0.10845297574996948,d
0.6076396040152758,0.38412717171013355,e
0.8424186978954822,0.7262999387457967,a
0.6670384707394987,0.14086747984401882,b
0.9541888418607414,0.6756649578455836,c
0.3898781477473676,0.27340111252851784,d
0.24430316826328635,0.6318324275780469,e
0.6819860397372395,0.7963355085812509,a
0.6588030634447932,0.9561749063432217,b
0.4794621537439525,0.9631050387397408,c
0.30507320747710764,0.7594649689272046,d
0.2392959645949304,0.4683314037974924,e
0.06886983755975962,0.980507715139538,a
0.24507717695087194,0.25814997567795217,b
0.1408376193139702,0.48413326940499246,c
0.9061746855732054,0.1266590845771134,d
0.1485156025737524,0.6380000954959542,e
0.0042394776828587055,0.4614005330950022,a
0.35831996658816934,0.992719755275175,b
0.17816379060968757,0.0294539169408381,c
0.9347356460057199,0.5391106198076159,d
0.888429019600153,0.8643343287985772,e
0.5471854626666754,0.7091767759993672,a
0.005384891526773572,0.05656626238487661,b
0.6505747409537435,0.5708975323941559,c
0.5832558379042894,0.3288493899162859,d
0.8089008959941566,0.6399904571007937,e
0.014215782983228564,0.5737139305565506,a
0.5167742944322526,0.40507733658887446,b
0.004675360629335046,0.7672491429839283,c
0.045464955968782306,0.6195968671236187,d
0.5658196466974914,0.25054049608297646,e
0.6630626285914332,0.5315242938231677,a
0.5052184427622706,0.24214740679599345,b
0.5198901034891605,0.37819516682066023,c
0.6469494819175452,0.16187459812499583,d
0.11973974900320172,0.284199790796265,e
0.9221050834748894,0.00420437753200531,a
0.26255444227717817,0.7710205370094627,b
0.12508256756700575,0.8176588492933661,c
0.9354821217712015,0.3893129809293896,d
0.4201168722938746,0.8698223517276347,e
0.6343044855166227,0.6296336837112904,a
0.5851548914797604,0.9257222895976156,b
0.5382056958042085,0.21264268807135522,c
0.939013464609161,0.9888093215413392,d
0.04442854505032301,0.9893601008225232,e
0.5189697616733611,0.10083799762651324,a
0.6413248751778156,0.5405906282830983,b
0.4667636884842068,0.05821897042915225,c
0.9175735216122121,0.7216855629812926,d
0.12639062269590795,0.2217829276341945,e
0.41308162780478597,0.1625486803241074,a
0.9880118779838085,0.8462683516554534,b
0.7020407961681485,0.8854365143924952,c
0.7237721886485815,0.8396363265346736,d
0.8086890168488026,0.23814547574147582,e
0.977086363825947,0.5523101631551981,a
0.2834476479329169,0.5960918464697897,b
0.892839957261458,0.7009777359198779,c
0.8235060116276145,0.21305660111829638,d
0.16349319135770202,0.8186490077059716,e
0.2914431793615222,0.28197236242704093,a
0.9606082853861153,0.6317309029400349,b
0.1457134613301605,0.2944868076592684,c
0.5085299198981375,0.43221449409611523,d
0.9666992458514869,0.016971999779343605,e
0.7950957424473017,0.6574423138517886,a
0.8288491189014167,0.9822566541843116,b
0.7657818668521941,0.4377950739581138,c
0.1497892001643777,0.5813398112077266,d
0.1529693251941353,0.5093588994350284,e
0.15992933046072721,0.9131156764924526,a
0.06521240063011646,0.16973512340337038,b
0.32743917824700475,0.3965099500492215,c
0.1800270036328584,0.05692032678052783,d
0.40780100179836154,0.9710874629672617,e
0.02737236674875021,0.8181943383533508,a
0.9274672085884959,0.36356948828324676,b
0.6290477239526808,0.3868062647525221,c
0.527850640239194,0.4803865812718868,d
0.16091886395588517,0.9270574492402375,e
0.42577019217424095,0.4882697032298893,a
0.43742833542637527,0.9468457126058638,b
0.09198122471570969,0.900127474218607,c
0.29485880699940026,0.3197768812533468,d
0.5811969207134098,0.3514069728553295,e
0.008769918698817492,0.09315009042620659,a
0.7723310347646475,0.16393620031885803,b
0.03255848865956068,0.4864500944968313,c
0.6294665134046227,0.2660125335678458,d
0.5151660090778023,0.7389667832758278,e
0.5066456275526434,0.8709794257301837,a
0.4266037652269006,0.8433459878433496,b
0.7457535695284605,0.9096557023003697,c
0.496562787797302,0.1985195733141154,d
0.4475555010139942,0.8758524458389729,e
0.40154383913613856,0.6063641202636063,a
0.5198655563872308,0.8950167018920183,b
0.6970750470645726,0.4559871011879295,c
0.9879385775420815,0.7705249292775989,d
0.1333078108727932,0.1251919863279909,e
0.24287840467877686,0.685342762619257,a
0.11000824673101306,0.05741924396716058,b
0.2676612976938486,0.8578104227781296,c
0.19302140618674457,0.5452037421055138,d
0.4963430024217814,0.28161252941936255,e
0.06146366661414504,0.4592319855000824,a
0.22588456911034882,0.9724861534778029,b
0.4786346470937133,0.19549500150606036,c
0.5131006240844727,0.6033197708893567,d
0.562055442482233,0.2787399801891297,e
0.5860141154844314,0.49590828199870884,a
0.9605503296479583,0.3525778411421925,b
0.45241040317341685,0.15090200887061656,c
0.8806262656580657,0.03743312368169427,d
0.38582949922420084,0.8016908289864659,e
0.7018708197865635,0.2764968096744269,a
0.6249188331421465,0.2891240050084889,b
0.2572729056701064,0.9030289761722088,c
0.8603883888572454,0.9166131829842925,d
0.9574259787332267,0.5471053149085492,e
0.3876997479237616,0.6520536572206765,a
0.8045261269435287,0.1471435830462724,b
0.9110388548579067,0.5328524182550609,c
0.453831143444404,0.5465952889062464,d
0.7301031569950283,0.2749815273564309,e
0.7211495356168598,0.9608669553417712,a
0.27605205797590315,0.018175581470131874,b
0.3080985965207219,0.009094664128497243,c
0.6473476011306047,0.08527569030411541,d
0.6019372928421944,0.033554323483258486,e
0.2567787957377732,0.41121009713970125,a
0.30908605945296586,0.45406357012689114,b
0.6944401203654706,0.05656556994654238,c
0.7173333142418414,0.09657835378311574,d
0.4731580966617912,0.4207875558640808,e
0.9763413311447948,0.8725190588738769,a
0.44784905342385173,0.15138337411917746,b
0.9093076139688492,0.9348174955230206,c
0.7401309434790164,0.6750041779596359,d
0.8299324456602335,0.06721503287553787,e
0.7777948109433055,0.7226447975263,a
0.4960922992322594,0.9683496637735516,b
0.34213959285989404,0.12392633757553995,c
0.6411450705491006,0.6152700858656317,d
0.1086618120316416,0.388631971552968,e
0.6893554504495114,0.8996852557174861,a
0.21336196712218225,0.6899886196479201,b
0.5436141393147409,0.045897778356447816,c
0.2697659896221012,0.25583085301332176,d
0.43642114708200097,0.59750258596614,e
0.17272470728494227,0.2263600758742541,a
0.19164437567815185,0.1420161654241383,b
0.06724216183647513,0.6756195886991918,c
0.06564256455749273,0.8642071408685297,d
0.9682782380841672,0.025103085907176137,e
0.11446929164230824,0.9740600953809917,a
0.03254782408475876,0.8724926591385156,b
0.6836346534546465,0.16883651027455926,c
0.14859396126121283,0.17316905944608152,d
0.08686957554891706,0.9923763440456241,e
0.33963384409435093,0.9490510390605778,a
0.5898380049038678,0.6771298628300428,b
0.36355686536990106,0.20517808268778026,c
0.20205729501321912,0.5759356569033116,d
0.3265073890797794,0.6613070552702993,e
0.4878677905071527,0.7830717437900603,a
0.005219246260821819,0.6106834809761494,b
0.550373214064166,0.3792805864941329,c
0.8708477888721973,0.343908550683409,d
0.9772325116209686,0.8259555876720697,e
0.6387621569447219,0.7900377307087183,a
0.8350717290304601,0.24924117419868708,b
0.6426569337490946,0.7383022496942431,c
0.643283944344148,0.026924115838482976,d
0.7222916942555457,0.38975795009173453,e
0.6401828953530639,0.6167411950882524,a
0.11501396261155605,0.6486250362358987,b
0.5738520743325353,0.34661509026773274,c
0.6057630993891507,0.32329467311501503,d
0.34535454609431326,0.9217339765746146,e
0.36136167985387146,0.7138255033642054,a
0.19090803153812885,0.5358303538523614,b
0.23279928765259683,0.9799841330386698,c
0.29807704710401595,0.2719960454851389,d
0.4235234074294567,0.7373867554124445,e
0.501055596396327,0.3388331434689462,a
0.3595643334556371,0.8473315513692796,b
0.9678180243354291,0.3542268951423466,c
0.2008224232122302,0.7216676706448197,d
0.47055484913289547,0.11209066491574049,e
0.6450273178052157,0.2274026945233345,a
0.17346656322479248,0.3204688145779073,b
0.4610759543720633,0.5659953453578055,c
0.3974543954245746,0.6020750012248755,d
0.16083366959355772,0.3354650342371315,e
0.6928739717695862,0.7685961474198848,a
0.5893743869382888,0.24748206697404385,b
0.6936061563901603,0.8514568922109902,c
0.5837389165535569,0.8407649027649313,d
0.24116346426308155,0.4150517419911921,e
0.34138777083717287,0.8637555565219373,a
0.2271373188123107,0.01636225590482354,b
0.3961862751748413,0.7603363518137485,c
0.16919614956714213,0.8570350522641093,d
0.9923717912752181,0.5980327518191189,e
0.3246998859103769,0.323593980865553,a
0.5546692663338035,0.23746686312370002,b
0.626442309236154,0.39876897959038615,c
0.21202797954902053,0.6409180453047156,d
0.25899710040539503,0.0440538867842406,e
0.4707350612152368,0.8935473528690636,a
0.22605202510021627,0.9117021120619029,b
0.7796748923137784,0.05725493538193405,c
0.14136477326974273,0.7092295060865581,d
0.3716464175377041,0.42852489394135773,e
0.22743143676780164,0.04828580631874502,a
0.1688535655848682,0.7674897953402251,b
0.3125079092569649,0.8567443769425154,c
0.025199696654453874,0.43302075448445976,d
0.6151984308380634,0.9469177357386798,e
0.1507001796271652,0.017585229128599167,a
0.7967170516494662,0.8858133465982974,b
0.12121704686433077,0.1818409850820899,c
0.8229277804493904,0.521800849121064,d
0.3322859879117459,0.8078251427505165,e
0.17917309515178204,0.444043823517859,a
0.021257494343444705,0.3359068848658353,b
0.18309621210210025,0.7197157328482717,c
0.25887939566746354,0.21380204893648624,d
0.37157469638623297,0.6732902384828776,e
0.3695265776477754,0.11955437622964382,a
0.9247920513153076,0.0648838859051466,b
0.9438618726562709,0.7838852887507528,c
0.8806619984097779,0.2879520633723587,d
0.9997506854124367,0.35714410711079836,e
0.42585891275666654,0.02126276702620089,a
0.018197496654465795,0.8355770921334624,b
0.6893633294384927,0.36718032509088516,c
0.5854488918557763,0.8091736775822937,d
0.41406203084625304,0.255340771516785,e
0.4865813856013119,0.5643263426609337,a
0.5515949204564095,0.6262641148641706,b
0.1937715399544686,0.13655070215463638,c
0.291425566887483,0.3696019593626261,d
0.5555181277450174,0.3116349489428103,e
0.33709380426444113,0.2727302904240787,a
0.11294742207974195,0.1708508979063481,b
0.8418556344695389,0.9398779526818544,c
0.18570708017796278,0.19464015145786107,d
0.7669763281010091,0.9287562256213278,e
0.10365762584842741,0.9462885735556483,a
0.12260032747872174,0.56528394902125,b
0.16555419960059226,0.9536869304720312,c
0.9930737060494721,0.6216573840938509,d
0.040221176808699965,0.1501434571109712,e
0.3806768178474158,0.7529808091931045,a
0.9721267081331462,0.10882538184523582,b
0.8252576980739832,0.6028081495314837,c
0.57720384770073,0.8328072337899357,d
0.6598666382487863,0.43654786865226924,e
0.4849090650677681,0.14372077258303761,a
0.7135771340690553,0.18440209212712944,b
0.4192815599963069,0.3458330105058849,c
0.9082893575541675,0.38028274243697524,d
0.40790751622989774,0.9490077334921807,e
0.06766475876793265,0.9376710567157716,a
0.6343184888828546,0.33754771668463945,b
0.4008215374778956,0.9463914718944579,c
0.8996822363696992,0.1945303762331605,d
0.7976678137201816,0.774296471150592,e
0.19331710739061236,0.3357433886267245,a
0.13394117471762002,0.15908128069713712,b
0.9750730074010789,0.8777582214679569,c
0.630356035893783,0.16678545530885458,d
0.9769542494323105,0.5489909811876714,e
0.35793616413138807,0.2628076677210629,a
0.9529509057756513,0.6031911335885525,b
0.5892613118048757,0.6910620329435915,c
